ene,k
109.307,1191630233.
109.335,1195467529.
109.364,1199317649.
109.392,1203190977.
109.421,1207077846.
109.45,1210965191.
109.478,1214853299.
109.507,1218739413.
109.535,1222635430.
109.564,1226555324.
109.593,1230505531.
109.621,1234461197.
109.65,1238402677.
109.678,1242345515.
109.707,1246300862.
109.736,1250286026.
109.764,1254292567.
109.793,1258307449.
109.821,1262312362.
109.85,1266315768.
109.878,1270335180.
109.907,1274370238.
109.936,1278421781.
109.964,1282491267.
109.993,1286572184.
110.021,1290655901.
110.05,1294736373.
110.079,1298819050.
110.107,1302917570.
110.136,1307043813.
110.164,1311191182.
110.193,1315340711.
110.222,1319479056.
110.25,1323618256.
110.279,1327780846.
110.307,1331971349.
110.336,1336181332.
110.365,1340388558.
110.393,1344594703.
110.422,1348801329.
110.45,1353022527.
110.479,1357261646.
110.508,1361520161.
110.536,1365792971.
110.565,1370074508.
110.593,1374362736.
110.622,1378643661.
110.65,1382928660.
110.679,1387237480.
110.708,1391575508.
110.736,1395927138.
110.765,1400274948.
110.793,1404618362.
110.822,1408966685.
110.851,1413339217.
110.879,1417744730.
110.908,1422158458.
110.936,1426568620.
110.965,1430977526.
110.994,1435398794.
111.022,1439827377.
111.051,1444278679.
111.079,1448751265.
111.108,1453233716.
111.137,1457724601.
111.165,1462218095.
111.194,1466708933.
111.222,1471205272.
111.251,1475732655.
111.279,1480288393.
111.308,1484849125.
111.337,1489403311.
111.365,1493958613.
111.394,1498523163.
111.422,1503114341.
111.451,1507736780.
111.48,1512363355.
111.508,1516981137.
111.537,1521606170.
111.565,1526243059.
111.594,1530891942.
111.623,1535558766.
111.651,1540251487.
111.68,1544950857.
111.708,1549655814.
111.737,1554363376.
111.766,1559072024.
111.794,1563792429.
111.823,1568540930.
111.851,1573319312.
111.88,1578092450.
111.909,1582862213.
111.937,1587637795.
111.966,1592428303.
111.994,1597246152.
112.023,1602088063.
112.051,1606932671.
112.08,1611770922.
112.109,1616615270.
112.137,1621476875.
112.166,1626351135.
112.194,1631245881.
112.223,1636159567.
112.252,1641086165.
112.28,1646011956.
112.309,1650940328.
112.337,1655872747.
112.366,1660822508.
112.395,1665803706.
112.423,1670804720.
112.452,1675804328.
112.48,1680794940.
112.509,1685797526.
112.538,1690820216.
112.566,1695872776.
112.595,1700939925.
112.623,1706008937.
112.652,1711075675.
112.68,1716148962.
112.709,1721241475.
112.738,1726350798.
112.766,1731477155.
112.795,1736621496.
112.823,1741776430.
112.852,1746933929.
112.881,1752088225.
112.909,1757254979.
112.938,1762444430.
112.966,1767661616.
112.995,1772891726.
113.024,1778120276.
113.052,1783345032.
113.081,1788578937.
113.109,1793846993.
113.138,1799137482.
113.167,1804436364.
113.195,1809734963.
113.224,1815038915.
113.252,1820351017.
113.281,1825678910.
113.31,1831029707.
113.338,1836396480.
113.367,1841776696.
113.395,1847169312.
113.424,1852563628.
113.452,1857954663.
113.481,1863359885.
113.51,1868798311.
113.538,1874257381.
113.567,1879723229.
113.595,1885189466.
113.624,1890654547.
113.653,1896135543.
113.681,1901647300.
113.71,1907184519.
113.738,1912719491.
113.767,1918258926.
113.796,1923805837.
113.824,1929365103.
113.853,1934936687.
113.881,1940533770.
113.91,1946149117.
113.939,1951772302.
113.967,1957409387.
113.996,1963046313.
114.024,1968682040.
114.053,1974338267.
114.081,1980029245.
114.11,1985738371.
114.139,1991446135.
114.167,1997156121.
114.196,2002871575.
114.224,2008605101.
114.253,2014371483.
114.282,2020156720.
114.31,2025941148.
114.339,2031724169.
114.367,2037524969.
114.396,2043335560.
114.425,2049161769.
114.453,2055011116.
114.482,2060880998.
114.51,2066758216.
114.539,2072642345.
114.568,2078529930.
114.596,2084421493.
114.625,2090337668.
114.653,2096284957.
114.682,2102248567.
114.711,2108207272.
114.739,2114168038.
114.768,2120143979.
114.796,2126139856.
114.825,2132164250.
114.853,2138203381.
114.882,2144242055.
114.911,2150284999.
114.939,2156340589.
114.968,2162414598.
114.996,2168500958.
115.025,2174612201.
115.054,2180740296.
115.082,2186880019.
115.111,2193020581.
115.139,2199164294.
115.168,2205322345.
115.197,2211503142.
115.225,2217715483.
115.254,2223937960.
115.282,2230157758.
115.311,2236378346.
115.34,2242619391.
115.368,2248886612.
115.397,2255175197.
115.425,2261475438.
115.454,2267778269.
115.482,2274086195.
115.511,2280406641.
115.54,2286747334.
115.568,2293107648.
115.597,2299483467.
115.625,2305880751.
115.654,2312286181.
115.683,2318691374.
115.711,2325100527.
115.74,2331531722.
115.768,2337989745.
115.797,2344469147.
115.826,2350959829.
115.854,2357445892.
115.883,2363937792.
115.911,2370450000.
115.94,2376997295.
115.969,2383558166.
115.997,2390124392.
116.026,2396698843.
116.054,2403280656.
116.083,2409875658.
116.112,2416490834.
116.14,2423128062.
116.169,2429780504.
116.197,2436449009.
116.226,2443130686.
116.254,2449807246.
116.283,2456493316.
116.312,2463203612.
116.34,2469944833.
116.369,2476700920.
116.397,2483461493.
116.426,2490226730.
116.455,2496996163.
116.483,2503794460.
116.512,2510622237.
116.54,2517462924.
116.569,2524304299.
116.598,2531157147.
116.626,2538021515.
116.655,2544898706.
116.683,2551796144.
116.712,2558717322.
116.741,2565654875.
116.769,2572604602.
116.798,2579564700.
116.826,2586524255.
116.855,2593492361.
116.883,2600492681.
116.912,2607522506.
116.941,2614563074.
116.969,2621604138.
116.998,2628651693.
117.026,2635712861.
117.055,2642799076.
117.084,2649916581.
117.112,2657041572.
117.141,2664171141.
117.169,2671307332.
117.198,2678463347.
117.227,2685631573.
117.255,2692818383.
117.284,2700031130.
117.312,2707260469.
117.341,2714499681.
117.37,2721743530.
117.398,2728994423.
117.427,2736259922.
117.455,2743555611.
117.484,2750879703.
117.513,2758209459.
117.541,2765539131.
117.57,2772877448.
117.598,2780239209.
117.627,2787626152.
117.655,2795034146.
117.684,2802454537.
117.713,2809875400.
117.741,2817309139.
117.77,2824759398.
117.798,2832229108.
117.827,2839714038.
117.856,2847224754.
117.884,2854753870.
117.913,2862289703.
117.941,2869828338.
117.97,2877376548.
117.999,2884948062.
118.027,2892545700.
118.056,2900169336.
118.084,2907798322.
118.113,2915425500.
118.142,2923066023.
118.17,2930734165.
118.199,2938426814.
118.227,2946134104.
118.256,2953853908.
118.284,2961580880.
118.313,2969315939.
118.342,2977072223.
118.37,2984846705.
118.399,2992643500.
118.427,3000456419.
118.456,3008291991.
118.485,3016131729.
118.513,3023971692.
118.542,3031829761.
118.57,3039713230.
118.599,3047624671.
118.628,3055551244.
118.656,3063486402.
118.685,3071421023.
118.713,3079371587.
118.742,3087353276.
118.771,3095360018.
118.799,3103377836.
118.828,3111403152.
118.856,3119441301.
118.885,3127490635.
118.914,3135556892.
118.942,3143648117.
118.971,3151758437.
118.999,3159887785.
119.028,3168032143.
119.056,3176185683.
119.085,3184338545.
119.114,3192512513.
119.142,3200716922.
119.171,3208945555.
119.199,3217186265.
119.228,3225430810.
119.257,3233686687.
119.285,3241956413.
119.314,3250259663.
119.342,3258586013.
119.371,3266919573.
119.4,3275260345.
119.428,3283617250.
119.457,3291990495.
119.485,3300377925.
119.514,3308789323.
119.543,3317224516.
119.571,3325674191.
119.6,3334138567.
119.628,3342609644.
119.657,3351088781.
119.685,3359584911.
119.714,3368117411.
119.743,3376673615.
119.771,3385233097.
119.8,3393799347.
119.828,3402379475.
119.857,3410982298.
119.886,3419609689.
119.914,3428263486.
119.943,3436922476.
119.971,3445589072.
120,3454272152.
120.029,3462975150.
120.057,3471692845.
120.086,3480432214.
120.114,3489199594.
120.143,3497981158.
120.172,3506769761.
120.2,3515568343.
120.229,3524379534.
120.257,3533213070.
120.286,3542078208.
120.315,3550966846.
120.343,3559854822.
120.372,3568750091.
120.4,3577666260.
120.429,3586607364.
120.457,3595572365.
120.486,3604554352.
120.515,3613549571.
120.543,3622547849.
120.572,3631567936.
120.6,3640608317.
120.629,3649665228.
120.658,3658742449.
120.686,3667846234.
120.715,3676966991.
120.743,3686089825.
120.772,3695224263.
120.801,3704377633.
120.829,3713554984.
120.858,3722761927.
120.886,3731985998.
120.915,3741214976.
120.944,3750448660.
120.972,3759708417.
121.001,3768996956.
121.029,3778303153.
121.058,3787625395.
121.086,3796960326.
121.115,3806307300.
121.144,3815667672.
121.172,3825053618.
121.201,3834456838.
121.229,3843882663.
121.258,3853330374.
121.287,3862795456.
121.315,3872264774.
121.344,3881741220.
121.372,3891245049.
121.401,3900775771.
121.43,3910330920.
121.458,3919898973.
121.487,3929474734.
121.515,3939060322.
121.544,3948669451.
121.573,3958311585.
121.601,3967969776.
121.63,3977639667.
121.658,3987324024.
121.687,3997023376.
121.716,4006739230.
121.744,4016472980.
121.773,4026235816.
121.801,4036015899.
121.83,4045816764.
121.858,4055632249.
121.887,4065454760.
121.916,4075287281.
121.944,4085147126.
121.973,4095041470.
122.001,4104949954.
122.03,4114870329.
122.059,4124801153.
122.087,4134747625.
122.116,4144717150.
122.144,4154717727.
122.173,4164737861.
122.202,4174762551.
122.23,4184803463.
122.259,4194866048.
122.287,4204942887.
122.316,4215038830.
122.345,4225161953.
122.373,4235309291.
122.402,4245467716.
122.43,4255644444.
122.459,4265829157.
122.487,4276026670.
122.516,4286251398.
122.545,4296511831.
122.573,4306787355.
122.602,4317065919.
122.63,4327362794.
122.659,4337677848.
122.688,4348017309.
122.716,4358382344.
122.745,4368769005.
122.773,4379161224.
122.802,4389568209.
122.831,4400000410.
122.859,4410447095.
122.888,4420912701.
122.916,4431406829.
122.945,4441925139.
122.974,4452455703.
123.002,4462995587.
123.031,4473552380.
123.059,4484123742.
123.088,4494725954.
123.117,4505359793.
123.145,4516006076.
123.174,4526655999.
123.202,4537322645.
123.231,4548017783.
123.259,4558733639.
123.288,4569475676.
123.317,4580233396.
123.345,4591002792.
123.374,4601785520.
123.402,4612592532.
123.431,4623419433.
123.46,4634263920.
123.488,4645136704.
123.517,4656033799.
123.545,4666942666.
123.574,4677858827.
123.603,4688792460.
123.631,4699750994.
123.66,4710735576.
123.688,4721749019.
123.717,4732773175.
123.746,4743805755.
123.774,4754855162.
123.803,4765933540.
123.831,4777039331.
123.86,4788159806.
123.888,4799299400.
123.917,4810452411.
123.946,4821623698.
123.974,4832812635.
124.003,4844027093.
124.031,4855262303.
124.06,4866520654.
124.089,4877803137.
124.117,4889097912.
124.146,4900400697.
124.174,4911720150.
124.203,4923071681.
124.232,4934451581.
124.26,4945849276.
124.289,4957261607.
124.317,4968684125.
124.346,4980125339.
124.375,4991595499.
124.403,5003094962.
124.432,5014608891.
124.46,5026135022.
124.489,5037684903.
124.518,5049248258.
124.546,5060831500.
124.575,5072437674.
124.603,5084073346.
124.632,5095727752.
124.66,5107401920.
124.689,5119092350.
124.718,5130788893.
124.746,5142506551.
124.775,5154258748.
124.803,5166039883.
124.832,5177831062.
124.861,5189636853.
124.889,5201461284.
124.918,5213302808.
124.946,5225175370.
124.975,5237075458.
125.004,5248989591.
125.032,5260913887.
125.061,5272861630.
125.089,5284831942.
125.118,5296815260.
125.147,5308827709.
125.175,5320866834.
125.204,5332926905.
125.232,5345000226.
125.261,5357092396.
125.289,5369196160.
125.318,5381320033.
125.347,5393481149.
125.375,5405667739.
125.404,5417865272.
125.432,5430073931.
125.461,5442306523.
125.49,5454560316.
125.518,5466840943.
125.547,5479148384.
125.575,5491470281.
125.604,5503805258.
125.633,5516161925.
125.661,5528542434.
125.69,5540939441.
125.718,5553361104.
125.747,5565814820.
125.776,5578285247.
125.804,5590772178.
125.833,5603270916.
125.861,5615790359.
125.89,5628332462.
125.919,5640908307.
125.947,5653510138.
125.976,5666119479.
126.004,5678742932.
126.033,5691388920.
126.061,5704065892.
126.09,5716764924.
126.119,5729486569.
126.147,5742225118.
126.176,5754978219.
126.204,5767752902.
126.233,5780550729.
126.262,5793371478.
126.29,5806214889.
126.319,5819086089.
126.347,5831980230.
126.376,5844883896.
126.405,5857801557.
126.433,5870742663.
126.462,5883715829.
126.49,5896713599.
126.519,5909734309.
126.548,5922767596.
126.576,5935813873.
126.605,5948886423.
126.633,5961989371.
126.662,5975118159.
126.69,5988259495.
126.719,6001423199.
126.748,6014605766.
126.776,6027806943.
126.805,6041031391.
126.833,6054282700.
126.862,6067557638.
126.891,6080854631.
126.919,6094176737.
126.948,6107510617.
126.976,6120855469.
127.005,6134230526.
127.034,6147637122.
127.062,6161068365.
127.091,6174514346.
127.119,6187980594.
127.148,6201461429.
127.177,6214966722.
127.205,6228506701.
127.234,6242067763.
127.262,6255643503.
127.291,6269237815.
127.32,6282860205.
127.348,6296495816.
127.377,6310155206.
127.405,6323845561.
127.434,6337559692.
127.462,6351294537.
127.491,6365050483.
127.52,6378822224.
127.548,6392605734.
127.577,6406420767.
127.605,6420272302.
127.634,6434142656.
127.663,6448026523.
127.691,6461929956.
127.72,6475855857.
127.748,6489804398.
127.777,6503786450.
127.806,6517791759.
127.834,6531808094.
127.863,6545845961.
127.891,6559908910.
127.92,6573993937.
127.949,6588096920.
127.977,6602233612.
128.006,6616394990.
128.034,6630575383.
128.063,6644774347.
128.091,6658990581.
128.12,6673226926.
128.149,6687490676.
128.177,6701790798.
128.206,6716109112.
128.234,6730439395.
128.263,6744791987.
128.292,6759169480.
128.32,6773574118.
128.349,6788003619.
128.377,6802458008.
128.406,6816927887.
128.435,6831416611.
128.463,6845932558.
128.492,6860470278.
128.52,6875031296.
128.549,6889618078.
128.578,6904236979.
128.606,6918871304.
128.635,6933522490.
128.663,6948192537.
128.692,6962887859.
128.721,6977611972.
128.749,6992365710.
128.778,7007143352.
128.806,7021930188.
128.835,7036738315.
128.863,7051576247.
128.892,7066443754.
128.921,7081332342.
128.949,7096242393.
128.978,7111175859.
129.006,7126125476.
129.035,7141100257.
129.064,7156101981.
129.092,7171126407.
129.121,7186176774.
129.149,7201255684.
129.178,7216357707.
129.207,7231467271.
129.235,7246600722.
129.264,7261764812.
129.292,7276957902.
129.321,7292175336.
129.35,7307414511.
129.378,7322670792.
129.407,7337943130.
129.435,7353251835.
129.464,7368589476.
129.492,7383945703.
129.521,7399321289.
129.55,7414722576.
129.578,7430144989.
129.607,7445587265.
129.635,7461060539.
129.664,7476559385.
129.693,7492080971.
129.721,7507630794.
129.75,7523201947.
129.778,7538785444.
129.807,7554388976.
129.836,7570031785.
129.864,7585700358.
129.893,7601390436.
129.921,7617101620.
129.95,7632833239.
129.979,7648585396.
130.007,7664368030.
130.036,7680184245.
130.064,7696014844.
130.093,7711867552.
130.122,7727746470.
130.15,7743649693.
130.179,7759570411.
130.207,7775519952.
130.236,7791501940.
130.264,7807504690.
130.293,7823533000.
130.322,7839583015.
130.35,7855647747.
130.379,7871735823.
130.407,7887859035.
130.436,7904015358.
130.465,7920186076.
130.493,7936377746.
130.522,7952592748.
130.55,7968832413.
130.579,7985101806.
130.608,8001400125.
130.636,8017721053.
130.665,8034056323.
130.693,8050420723.
130.722,8066809985.
130.751,8083221171.
130.779,8099658374.
130.808,8116128745.
130.836,8132624510.
130.865,8149138410.
130.893,8165673782.
130.922,8182229715.
130.951,8198811613.
130.979,8215426770.
131.008,8232073217.
131.036,8248737181.
131.065,8265416299.
131.094,8282125632.
131.122,8298862043.
131.151,8315625447.
131.179,8332414984.
131.208,8349229119.
131.237,8366062842.
131.265,8382918601.
131.294,8399806285.
131.322,8416714489.
131.351,8433649429.
131.38,8450614857.
131.408,8467610373.
131.437,8484620882.
131.465,8501649842.
131.494,8518708170.
131.523,8535791943.
131.551,8552907173.
131.58,8570051692.
131.608,8587216453.
131.637,8604396001.
131.665,8621603897.
131.694,8638847463.
131.723,8656113168.
131.751,8673403490.
131.78,8690720131.
131.808,8708058943.
131.837,8725418909.
131.866,8742806745.
131.894,8760225382.
131.923,8777664553.
131.951,8795137575.
131.98,8812637781.
132.009,8830155451.
132.037,8847688460.
132.066,8865253455.
132.094,8882850839.
132.123,8900474311.
132.152,8918126440.
132.18,8935798497.
132.209,8953489216.
132.237,8971206598.
132.266,8988961720.
132.294,9006741592.
132.323,9024540598.
132.352,9042367829.
132.38,9060218622.
132.409,9078092604.
132.437,9095993262.
132.466,9113925831.
132.495,9131883924.
132.523,9149867959.
132.552,9167882771.
132.58,9185912800.
132.609,9203963548.
132.638,9222044023.
132.666,9240162643.
132.695,9258305355.
132.723,9276469118.
132.752,9294658676.
132.781,9312868749.
132.809,9331108916.
132.838,9349381584.
132.866,9367682275.
132.895,9386001095.
132.924,9404345681.
132.952,9422720223.
132.981,9441116627.
133.009,9459538459.
133.038,9477991689.
133.066,9496476514.
133.095,9514985244.
133.124,9533517704.
133.152,9552074099.
133.181,9570648570.
133.209,9589256344.
133.238,9607899223.
133.267,9626571052.
133.295,9645258821.
133.324,9663971366.
133.352,9682713157.
133.381,9701481265.
133.41,9720281820.
133.438,9739109445.
133.467,9757960384.
133.495,9776831479.
133.524,9795734452.
133.553,9814663999.
133.581,9833616094.
133.61,9852601294.
133.638,9871619235.
133.667,9890660832.
133.695,9909720965.
133.724,9928807921.
133.753,9947920798.
133.781,9967062458.
133.81,9986241567.
133.838,10005445977.
133.867,10024668301.
133.896,10043912849.
133.924,10063193343.
133.953,10082502008.
133.981,10101836278.
134.01,10121201688.
134.039,10140589068.
134.067,10159999453.
134.096,10179437924.
134.124,10198909225.
134.153,10218402858.
134.182,10237926689.
134.21,10257485996.
134.239,10277067619.
134.267,10296667636.
134.296,10316293598.
134.325,10335952268.
134.353,10355639446.
134.382,10375358395.
134.41,10395106656.
134.439,10414871066.
134.467,10434661368.
134.496,10454485740.
134.525,10474342921.
134.553,10494221993.
134.582,10514129243.
134.61,10534065127.
134.639,10554022690.
134.668,10574009654.
134.696,10594025446.
134.725,10614071694.
134.753,10634143754.
134.782,10654250487.
134.811,10674381790.
134.839,10694530523.
134.868,10714706786.
134.896,10734916610.
134.925,10755159550.
134.954,10775428570.
134.982,10795725387.
135.011,10816044233.
135.039,10836387374.
135.068,10856765700.
135.096,10877176641.
135.125,10897613254.
135.154,10918072106.
135.182,10938561717.
135.211,10959077275.
135.239,10979617919.
135.268,11000191244.
135.297,11020795210.
135.325,11041429000.
135.354,11062088296.
135.382,11082777419.
135.411,11103485138.
135.44,11124219414.
135.468,11144990677.
135.497,11165796001.
135.525,11186625936.
135.554,11207476973.
135.583,11228359441.
135.611,11249267681.
135.64,11270207354.
135.668,11291181476.
135.697,11312180270.
135.726,11333201801.
135.754,11354252173.
135.783,11375336457.
135.811,11396443299.
135.84,11417578906.
135.868,11438750718.
135.897,11459950730.
135.926,11481176331.
135.954,11502427110.
135.983,11523706728.
136.011,11545008482.
136.04,11566348141.
136.069,11587723846.
136.097,11609121569.
136.126,11630540811.
136.154,11651991216.
136.183,11673474795.
136.212,11694983975.
136.24,11716528084.
136.269,11738099566.
136.297,11759693332.
136.326,11781316110.
136.355,11802972099.
136.383,11824654486.
136.412,11846362452.
136.44,11868109596.
136.469,11889887519.
136.497,11911685646.
136.526,11933510529.
136.555,11955364458.
136.583,11977247933.
136.612,11999163076.
136.64,12021116606.
136.669,12043091056.
136.698,12065087346.
136.726,12087117093.
136.755,12109180630.
136.783,12131272711.
136.812,12153392017.
136.841,12175544949.
136.869,12197719707.
136.898,12219922934.
136.926,12242159869.
136.955,12264426134.
136.984,12286719902.
137.012,12309047069.
137.041,12331408836.
137.069,12353790549.
137.098,12376196947.
137.127,12398636353.
137.155,12421107811.
137.184,12443612007.
137.212,12466146115.
137.241,12488708480.
137.269,12511291616.
137.298,12533907954.
137.327,12556560699.
137.355,12579242386.
137.384,12601950074.
137.412,12624687363.
137.441,12647456155.
137.47,12670249235.
137.498,12693074940.
137.527,12715931663.
137.555,12738819344.
137.584,12761737707.
137.613,12784688623.
137.641,12807665853.
137.67,12830663450.
137.698,12853695127.
137.727,12876763371.
137.756,12899862254.
137.784,12922989125.
137.813,12946144423.
137.841,12969327986.
137.87,12992538221.
137.898,13015787216.
137.927,13039067557.
137.956,13062371867.
137.984,13085705381.
138.013,13109071993.
138.041,13132467302.
138.07,13155886931.
138.099,13179345952.
138.127,13202836226.
138.156,13226355028.
138.184,13249903384.
138.213,13273480808.
138.242,13297081330.
138.27,13320712915.
138.299,13344387907.
138.327,13368091368.
138.356,13391818219.
138.385,13415574983.
138.413,13439364235.
138.442,13463181913.
138.47,13487032881.
138.499,13510921304.
138.528,13534831063.
138.556,13558769056.
138.585,13582742507.
138.613,13606746212.
138.642,13630775239.
138.67,13654839246.
138.699,13678942007.
138.728,13703067953.
138.756,13727224620.
138.785,13751410616.
138.813,13775623754.
138.842,13799867001.
138.871,13824151254.
138.899,13848468516.
138.928,13872804973.
138.956,13897173515.
138.985,13921576413.
139.014,13946009561.
139.042,13970474014.
139.071,13994973299.
139.099,14019500199.
139.128,14044051730.
139.157,14068640877.
139.185,14093260195.
139.214,14117906355.
139.242,14142587358.
139.271,14167306229.
139.299,14192054053.
139.328,14216823626.
139.357,14241627122.
139.385,14266459763.
139.414,14291326087.
139.442,14316229053.
139.471,14341165181.
139.5,14366124095.
139.528,14391110616.
139.557,14416135912.
139.585,14441192482.
139.614,14466280073.
139.643,14491398901.
139.671,14516550017.
139.7,14541727844.
139.728,14566936519.
139.757,14592180939.
139.786,14617454392.
139.814,14642761706.
139.843,14668104270.
139.871,14693478419.
139.9,14718875041.
139.929,14744300456.
139.957,14769765008.
139.986,14795261436.
140.014,14820792475.
140.043,14846353057.
140.071,14871942890.
140.1,14897559736.
140.129,14923212741.
140.157,14948904329.
140.186,14974621961.
140.214,15000370188.
140.243,15026151341.
140.272,15051964191.
140.3,15077804297.
140.329,15103679845.
140.357,15129591531.
140.386,15155531899.
140.415,15181506884.
140.443,15207514539.
140.472,15233547381.
140.5,15259607487.
140.529,15285707328.
140.558,15311845186.
140.586,15338009218.
140.615,15364206462.
140.643,15390434223.
140.672,15416691101.
140.701,15442980821.
140.729,15469311231.
140.758,15495671032.
140.786,15522055756.
140.815,15548478193.
140.843,15574932346.
140.872,15601414148.
140.901,15627928348.
140.929,15654483867.
140.958,15681069661.
140.986,15707684954.
141.015,15734335075.
141.044,15761010808.
141.072,15787715639.
141.101,15814460114.
141.129,15841245050.
141.158,15868055266.
141.187,15894893411.
141.215,15921768476.
141.244,15948672680.
141.272,15975611705.
141.301,16002587431.
141.33,16029596103.
141.358,16056629564.
141.387,16083696819.
141.415,16110802092.
141.444,16137933473.
141.472,16165100097.
141.501,16192304507.
141.53,16219543272.
141.558,16246808428.
141.587,16274106196.
141.615,16301436238.
141.644,16328795174.
141.673,16356194220.
141.701,16383630769.
141.73,16411095855.
141.758,16438587179.
141.787,16466114388.
141.816,16493677798.
141.844,16521272121.
141.873,16548902938.
141.901,16576565865.
141.93,16604258759.
141.959,16631982211.
141.987,16659743345.
142.016,16687536134.
142.044,16715359685.
142.073,16743222988.
142.102,16771120380.
142.13,16799047877.
142.159,16827001592.
142.187,16854992079.
142.216,16883016384.
142.244,16911075643.
142.273,16939172666.
142.302,16967299786.
142.33,16995455344.
142.359,17023642960.
142.387,17051872064.
142.416,17080133305.
142.445,17108425056.
142.473,17136752339.
142.502,17165111294.
142.53,17193501731.
142.559,17221925003.
142.588,17250386713.
142.616,17278880159.
142.645,17307407979.
142.673,17335974637.
142.702,17364568684.
142.731,17393190298.
142.759,17421846609.
142.788,17450545552.
142.816,17479275977.
142.845,17508039981.
142.873,17536837986.
142.902,17565664071.
142.931,17594524271.
142.959,17623424052.
142.988,17652360863.
143.016,17681323619.
143.045,17710321751.
143.074,17739356815.
143.102,17768420663.
143.131,17797518331.
143.159,17826654728.
143.188,17855826854.
143.217,17885028583.
143.245,17914268447.
143.274,17943540600.
143.302,17972838586.
143.331,18002174212.
143.36,18031550680.
143.388,18060961344.
143.417,18090399752.
143.445,18119876287.
143.474,18149384458.
143.503,18178924613.
143.531,18208504772.
143.56,18238121100.
143.588,18267766944.
143.617,18297443478.
143.645,18327161166.
143.674,18356909113.
143.703,18386688446.
143.731,18416507714.
143.76,18446364060.
143.788,18476252798.
143.817,18506173889.
143.846,18536130145.
143.874,18566114985.
143.903,18596135192.
143.931,18626198957.
143.96,18656296455.
143.989,18686423768.
144.017,18716583354.
144.046,18746781235.
144.074,18777011264.
144.103,18807278581.
144.132,18837583699.
144.16,18867919220.
144.189,18898287157.
144.217,18928690898.
144.246,18959132505.
144.274,18989603808.
144.303,19020113381.
144.332,19050662355.
144.36,19081243857.
144.389,19111856375.
144.417,19142502484.
144.446,19173184927.
144.475,19203900567.
144.503,19234657054.
144.532,19265450325.
144.56,19296271721.
144.589,19327126176.
144.618,19358019000.
144.646,19388950871.
144.675,19419913176.
144.703,19450913272.
144.732,19481948329.
144.761,19513014367.
144.789,19544115785.
144.818,19575255335.
144.846,19606430193.
144.875,19637636760.
144.904,19668886167.
144.932,19700169733.
144.961,19731481860.
144.989,19762827589.
145.018,19794212818.
145.046,19825634334.
145.075,19857089812.
145.104,19888586073.
145.132,19920113072.
145.161,19951670212.
145.189,19983267508.
145.218,20014904380.
145.247,20046573572.
145.275,20078275060.
145.304,20110018043.
145.332,20141792037.
145.361,20173599058.
145.39,20205445722.
145.418,20237328453.
145.447,20269245256.
145.475,20301199815.
145.504,20333194805.
145.533,20365215016.
145.561,20397268858.
145.59,20429364613.
145.618,20461498821.
145.647,20493666369.
145.675,20525870181.
145.704,20558110383.
145.733,20590379196.
145.761,20622688753.
145.79,20655039576.
145.818,20687422625.
145.847,20719838013.
145.876,20752292183.
145.904,20784783509.
145.933,20817304090.
145.961,20849865314.
145.99,20882465873.
146.019,20915100550.
146.047,20947771228.
146.076,20980479181.
146.104,21013219669.
146.133,21045990208.
146.162,21078805303.
146.19,21111659310.
146.219,21144546188.
146.247,21177467064.
146.276,21210425921.
146.305,21243419718.
146.333,21276448293.
146.362,21309519330.
146.39,21342624107.
146.419,21375761683.
146.447,21408936838.
146.476,21442150904.
146.505,21475398087.
146.533,21508679196.
146.562,21542004172.
146.59,21575365170.
146.619,21608760243.
146.648,21642190880.
146.676,21675656912.
146.705,21709157017.
146.733,21742695021.
146.762,21776277824.
146.791,21809892560.
146.819,21843540287.
146.848,21877225351.
146.876,21910949427.
146.905,21944708139.
146.934,21978504867.
146.962,22012342373.
146.991,22046210534.
147.019,22080114348.
147.048,22114057766.
147.076,22148038040.
147.105,22182051691.
147.134,22216106458.
147.162,22250203386.
147.191,22284330150.
147.219,22318491311.
147.248,22352690734.
147.277,22386927058.
147.305,22421200044.
147.334,22455515786.
147.362,22489868953.
147.391,22524249349.
147.42,22558669766.
147.448,22593131641.
147.477,22627629374.
147.505,22662161745.
147.534,22696734943.
147.563,22731344495.
147.591,22765984564.
147.62,22800666769.
147.648,22835387530.
147.677,22870142474.
147.706,22904936231.
147.734,22939772813.
147.763,22974642033.
147.791,23009541190.
147.82,23044483181.
147.848,23079463691.
147.877,23114480447.
147.906,23149536802.
147.934,23184631901.
147.963,23219758428.
147.991,23254920354.
148.02,23290128593.
148.049,23325371593.
148.077,23360649397.
148.106,23395966169.
148.134,23431322304.
148.163,23466710997.
148.192,23502137039.
148.22,23537606432.
148.249,23573109687.
148.277,23608652534.
148.306,23644236005.
148.335,23679854884.
148.363,23715503762.
148.392,23751192379.
148.42,23786925350.
148.449,23822693776.
148.477,23858500689.
148.506,23894345163.
148.535,23930225064.
148.563,23966139762.
148.592,24002097310.
148.62,24038096155.
148.649,24074126797.
148.678,24110196578.
148.706,24146305219.
148.735,24182450317.
148.763,24218630645.
148.792,24254853167.
148.821,24291116765.
148.849,24327414408.
148.878,24363752229.
148.906,24400126001.
148.935,24436534682.
148.964,24472980362.
148.992,24509471422.
149.021,24546002177.
149.049,24582564646.
149.078,24619166023.
149.107,24655806113.
149.135,24692484125.
149.164,24729200806.
149.192,24765959694.
149.221,24802754066.
149.249,24839582143.
149.278,24876452879.
