ene,k
149.307,24913361507.
149.335,24950305737.
149.364,24987288815.
149.392,25024317214.
149.421,25061381362.
149.45,25098479413.
149.478,25135618308.
149.507,25172792789.
149.535,25210005441.
149.564,25247259981.
149.593,25284558368.
149.621,25321887900.
149.65,25359253794.
149.678,25396663706.
149.707,25434110118.
149.736,25471594481.
149.764,25509119942.
149.793,25546685660.
149.821,25584283228.
149.85,25621921146.
149.878,25659602220.
149.907,25697317152.
149.936,25735071831.
149.964,25772870614.
149.993,25810708191.
150.021,25848576890.
150.05,25886485466.
150.079,25924436008.
150.107,25962421976.
150.136,26000451157.
150.164,26038521954.
150.193,26076627596.
150.222,26114766365.
150.25,26152950180.
150.279,26191175208.
150.307,26229435092.
150.336,26267736749.
150.365,26306078089.
150.393,26344454890.
150.422,26382868498.
150.45,26421326543.
150.479,26459822815.
150.508,26498356062.
150.536,26536933537.
150.565,26575549589.
150.593,26614199534.
150.622,26652886527.
150.65,26691618135.
150.679,26730388459.
150.708,26769197607.
150.736,26808049003.
150.765,26846935953.
150.793,26885859954.
150.822,26924824953.
150.851,26963834895.
150.879,27002880033.
150.908,27041962746.
150.936,27081087778.
150.965,27120250484.
150.994,27159451632.
151.022,27198692546.
151.051,27237976705.
151.079,27277297651.
151.108,27316659368.
151.137,27356062986.
151.165,27395500958.
151.194,27434976413.
151.222,27474494165.
151.251,27514056511.
151.279,27553655320.
151.308,27593292819.
151.337,27632971760.
151.365,27672686844.
151.394,27712442399.
151.422,27752240755.
151.451,27792080770.
151.48,27831954870.
151.508,27871870075.
151.537,27911827687.
151.565,27951821094.
151.594,27991854424.
151.623,28031931731.
151.651,28072050782.
151.68,28112204874.
151.708,28152401133.
151.737,28192636221.
151.766,28232906870.
151.794,28273220594.
151.823,28313579708.
151.851,28353977623.
151.88,28394408900.
151.909,28434884478.
151.937,28475400593.
151.966,28515954158.
151.994,28556551344.
152.023,28597189764.
152.051,28637864517.
152.08,28678576662.
152.109,28719335710.
152.137,28760131863.
152.166,28800965180.
152.194,28841844083.
152.223,28882764978.
152.252,28923722248.
152.28,28964717327.
152.309,29005756984.
152.337,29046832349.
152.366,29087949094.
152.395,29129112466.
152.423,29170314044.
152.452,29211550887.
152.48,29252829301.
152.509,29294153341.
152.538,29335513336.
152.566,29376914604.
152.595,29418360157.
152.623,29459842234.
152.652,29501363301.
152.68,29542927406.
152.709,29584533858.
152.738,29626175631.
152.766,29667862307.
152.795,29709593624.
152.823,29751361010.
152.852,29793166168.
152.881,29835013406.
152.909,29876902967.
152.938,29918830696.
152.966,29960804249.
152.995,30002818127.
153.024,30044868169.
153.052,30086959028.
153.081,30129094403.
153.109,30171270755.
153.138,30213484297.
153.167,30255742674.
153.195,30298040957.
153.224,30340377091.
153.252,30382754924.
153.281,30425175974.
153.31,30467638156.
153.338,30510139420.
153.367,30552686546.
153.395,30595271734.
153.424,30637893748.
153.452,30680557857.
153.481,30723266483.
153.51,30766016657.
153.538,30808805844.
153.567,30851639149.
153.595,30894510017.
153.624,30937420373.
153.653,30980375625.
153.681,31023374401.
153.71,31066411035.
153.738,31109486808.
153.767,31152608382.
153.796,31195768557.
153.824,31238967982.
153.853,31282211782.
153.881,31325498447.
153.91,31368824407.
153.939,31412192134.
153.967,31455604522.
153.996,31499051640.
154.024,31542539422.
154.053,31586074412.
154.081,31629651683.
154.11,31673266862.
154.139,31716924124.
154.167,31760625843.
154.196,31804363552.
154.224,31848145247.
154.253,31891972567.
154.282,31935838793.
154.31,31979743179.
154.339,32023692821.
154.367,32067685524.
154.396,32111713310.
154.425,32155786807.
154.453,32199906086.
154.482,32244064476.
154.51,32288262685.
154.539,32332504830.
154.568,32376786211.
154.596,32421105132.
154.625,32465473917.
154.653,32509886174.
154.682,32554335110.
154.711,32598824834.
154.739,32643359770.
154.768,32687935180.
154.796,32732550254.
154.825,32777213633.
154.853,32821916391.
154.882,32866657275.
154.911,32911442461.
154.939,32956271734.
154.968,33001139326.
154.996,33046048704.
155.025,33091007287.
155.054,33136004701.
155.082,33181041115.
155.111,33226120869.
155.139,33271242779.
155.168,33316404580.
155.197,33361611068.
155.225,33406864716.
155.254,33452154777.
155.282,33497485399.
155.311,33542861346.
155.34,33588280527.
155.368,33633739758.
155.397,33679242288.
155.425,33724789708.
155.454,33770374326.
155.482,33816002802.
155.511,33861675445.
155.54,33907389779.
155.568,33953144779.
155.597,33998945768.
155.625,34044791727.
155.654,34090673648.
155.683,34136598018.
155.711,34182566387.
155.74,34228578246.
155.768,34274632213.
155.797,34320731211.
155.826,34366872513.
155.854,34413050868.
155.883,34459274769.
155.911,34505543646.
155.94,34551853953.
155.969,34598205060.
155.997,34644602087.
156.026,34691041330.
156.054,34737518226.
156.083,34784041261.
156.112,34830608332.
156.14,34877217507.
156.169,34923869466.
156.197,34970567633.
156.226,35017304842.
156.254,35064079535.
156.283,35110902942.
156.312,35157770872.
156.34,35204680109.
156.369,35251631756.
156.397,35298628514.
156.426,35345664307.
156.455,35392741779.
156.483,35439869231.
156.512,35487037692.
156.54,35534245413.
156.569,35581497661.
156.598,35628795659.
156.626,35676132035.
156.655,35723511528.
156.683,35770940371.
156.712,35818409294.
156.741,35865920082.
156.769,35913476019.
156.798,35961074879.
156.826,36008711026.
156.855,36056393721.
156.883,36104125522.
156.912,36151895788.
156.941,36199708753.
156.969,36247567045.
156.998,36295467703.
157.026,36343408427.
157.055,36391397251.
157.084,36439431284.
157.112,36487502691.
157.141,36535619329.
157.169,36583781873.
157.198,36631985441.
157.227,36680229979.
157.255,36728522978.
157.284,36776860714.
157.312,36825237638.
157.341,36873660211.
157.37,36922125521.
157.398,36970631118.
157.427,37019181312.
157.455,37067781060.
157.484,37116422629.
157.513,37165102692.
157.541,37213829583.
157.57,37262600237.
157.598,37311413565.
157.627,37360271165.
157.655,37409175591.
157.684,37458120412.
157.713,37507106567.
157.741,37556140376.
157.77,37605216620.
157.798,37654335404.
157.827,37703499904.
157.856,37752711912.
157.884,37801963967.
157.913,37851256993.
157.941,37900596702.
157.97,37949978868.
157.999,37999405569.
158.027,38048878340.
158.056,38098396736.
158.084,38147953909.
158.113,38197554415.
158.142,38247203543.
158.17,38296895303.
158.199,38346630223.
158.227,38396409747.
158.256,38446234810.
158.284,38496099614.
158.313,38546010023.
158.342,38595967768.
158.37,38645966664.
158.399,38696010122.
158.427,38746100491.
158.456,38796235214.
158.485,38846408275.
158.513,38896627367.
158.542,38946894318.
158.57,38997202706.
158.599,39047556528.
158.628,39097956273.
158.656,39148398649.
158.685,39198881644.
158.713,39249413691.
158.742,39299991951.
158.771,39350609467.
158.799,39401273242.
158.828,39451983355.
158.856,39502735750.
158.885,39553529606.
158.914,39604373136.
158.942,39655260637.
158.971,39706189770.
158.999,39757167308.
159.028,39808189221.
159.056,39859250739.
159.085,39910355487.
159.114,39961511653.
159.142,40012710974.
159.171,40063952314.
159.199,40115241362.
159.228,40166573225.
159.257,40217947395.
159.285,40269367947.
159.314,40320838179.
159.342,40372347891.
159.371,40423901164.
159.4,40475503492.
159.428,40527148111.
159.457,40578835594.
159.485,40630569921.
159.514,40682352841.
159.543,40734176086.
159.571,40786044997.
159.6,40837960842.
159.628,40889917654.
159.657,40941918889.
159.685,40993968586.
159.714,41046064958.
159.743,41098201441.
159.771,41150384386.
159.8,41202614226.
159.828,41254886226.
159.857,41307204280.
159.886,41359569591.
159.914,41411979291.
159.943,41464429999.
159.971,41516928918.
160,41569474119.
160.029,41622061192.
160.057,41674694686.
160.086,41727375657.
160.114,41780101964.
160.143,41832870062.
160.172,41885685437.
160.2,41938545098.
160.229,41991447607.
160.257,42044398180.
160.286,42097396730.
160.315,42150438421.
160.343,42203521956.
160.372,42256654552.
160.4,42309832098.
160.429,42363053142.
160.457,42416321268.
160.486,42469635890.
160.515,42522993685.
160.543,42576395083.
160.572,42629846251.
160.6,42683340599.
160.629,42736878670.
160.658,42790465987.
160.686,42844099869.
160.715,42897775924.
160.743,42951495175.
160.772,43005264299.
160.801,43059076442.
160.829,43112934283.
160.858,43166841556.
160.886,43220792789.
160.915,43274785747.
160.944,43328825648.
160.972,43382916069.
161.001,43437048122.
161.029,43491225232.
161.058,43545451289.
161.086,43599721028.
161.115,43654034017.
161.144,43708395337.
161.172,43762804634.
161.201,43817255356.
161.229,43871754425.
161.258,43926302551.
161.287,43980891747.
161.315,44035524689.
161.344,44090206909.
161.372,44144936592.
161.401,44199708098.
161.43,44254529157.
161.458,44309396813.
161.487,44364306378.
161.515,44419262575.
161.544,44474268412.
161.573,44529318882.
161.601,44584411380.
161.63,44639554761.
161.658,44694743722.
161.687,44749975352.
161.716,44805254372.
161.744,44860581922.
161.773,44915953833.
161.801,44971370730.
161.83,45026838569.
161.858,45082349096.
161.887,45137902103.
161.916,45193504112.
161.944,45249154906.
161.973,45304850521.
162.001,45360590882.
162.03,45416380818.
162.059,45472213333.
162.087,45528091675.
162.116,45584019623.
162.144,45639994125.
162.173,45696012361.
162.202,45752076686.
162.23,45808190865.
162.259,45864347445.
162.287,45920550241.
162.316,45976802699.
162.345,46033102047.
162.373,46089446130.
162.402,46145836510.
162.43,46202274649.
162.459,46258755213.
162.487,46315283690.
162.516,46371862335.
162.545,46428486754.
162.573,46485154966.
162.602,46541870584.
162.63,46598634946.
162.659,46655442381.
162.688,46712298336.
162.716,46769202676.
162.745,46826151811.
162.773,46883145598.
162.802,46940188717.
162.831,46997279526.
162.859,47054412463.
162.888,47111595578.
162.916,47168827447.
162.945,47226104232.
162.974,47283425394.
163.002,47340795653.
163.031,47398212338.
163.059,47455672566.
163.088,47513184647.
163.117,47570744192.
163.145,47628346838.
163.174,47685995762.
163.202,47743695374.
163.231,47801440383.
163.259,47859229453.
163.288,47917070399.
163.317,47974957089.
163.345,48032887340.
163.374,48090865903.
163.402,48148894097.
163.431,48206966366.
163.46,48265084974.
163.488,48323256542.
163.517,48381472274.
163.545,48439731531.
163.574,48498039408.
163.603,48556396026.
163.631,48614797226.
163.66,48673247419.
163.688,48731748826.
163.717,48790292021.
163.746,48848880970.
163.774,48907521015.
163.803,48966208863.
163.831,49024940717.
163.86,49083721500.
163.888,49142551947.
163.917,49201424872.
163.946,49260345986.
163.974,49319317316.
164.003,49378334775.
164.031,49437398044.
164.06,49496511995.
164.089,49555673581.
164.117,49614876597.
164.146,49674129344.
164.174,49733432067.
164.203,49792781442.
164.232,49852176804.
164.26,49911622245.
164.289,49971113884.
164.317,50030649595.
164.346,50090236820.
164.375,50149872443.
164.403,50209553412.
164.432,50269280963.
164.46,50329058818.
164.489,50388883194.
164.518,50448752199.
164.546,50508672348.
164.575,50568640418.
164.603,50628654848.
164.632,50688717500.
164.66,50748829379.
164.689,50808986095.
164.718,50869188021.
164.746,50929442277.
164.775,50989744516.
164.803,51050092927.
164.832,51110488816.
164.861,51170934203.
164.889,51231425027.
164.918,51291963029.
164.946,51352552888.
164.975,51413188875.
165.004,51473870815.
165.032,51534601520.
165.061,51595381919.
165.089,51656206979.
165.118,51717080198.
165.147,51778006025.
165.175,51838977546.
165.204,51899995351.
165.232,51961062093.
165.261,52022177150.
165.289,52083337063.
165.318,52144547252.
165.347,52205809897.
165.375,52267116104.
165.404,52328469230.
165.432,52389872432.
165.461,52451324543.
165.49,52512821745.
165.518,52574370129.
165.547,52635968282.
165.575,52697609343.
165.604,52759299875.
165.633,52821041221.
165.661,52882829384.
165.69,52944663030.
165.718,53006549853.
165.747,53068485365.
165.776,53130464041.
165.804,53192492771.
165.833,53254571160.
165.861,53316695878.
165.89,53378868556.
165.919,53441094063.
165.947,53503365835.
165.976,53565681738.
166.004,53628050409.
166.033,53690468020.
166.061,53752931473.
166.09,53815443370.
166.119,53878007284.
166.147,53940616353.
166.176,54003271929.
166.204,54065980471.
166.233,54128736049.
166.262,54191538367.
166.29,54254390904.
166.319,54317294866.
166.347,54380242800.
166.376,54443238570.
166.405,54506286083.
166.433,54569380584.
166.462,54632523309.
166.49,54695716864.
166.519,54758959687.
166.548,54822246682.
166.576,54885583601.
166.605,54948972745.
166.633,55012407967.
166.662,55075891749.
166.69,55139425488.
166.719,55203008146.
166.748,55266636179.
166.776,55330315034.
166.805,55394044886.
166.833,55457821011.
166.862,55521647019.
166.891,55585523099.
166.919,55649447023.
166.948,55713416079.
166.976,55777436963.
167.005,55841508576.
167.034,55905626917.
167.062,55969794528.
167.091,56034012074.
167.119,56098277337.
167.148,56162589855.
167.177,56226954930.
167.205,56291369268.
167.234,56355828868.
167.262,56420338558.
167.291,56484898967.
167.32,56549507486.
167.348,56614163109.
167.377,56678871264.
167.405,56743628213.
167.434,56808431540.
167.462,56873286365.
167.491,56938190433.
167.52,57003141118.
167.548,57068140073.
167.577,57133193284.
167.605,57198293731.
167.634,57263440693.
167.663,57328639513.
167.691,57393887845.
167.72,57459183067.
167.748,57524528079.
167.777,57589925890.
167.806,57655369387.
167.834,57720861064.
167.863,57786405719.
167.891,57851998159.
167.92,57917637440.
167.949,57983328216.
167.977,58049071693.
168.006,58114860265.
168.034,58180698326.
168.063,58246588537.
168.091,58312524939.
168.12,58378510005.
168.149,58444547875.
168.177,58510636716.
168.206,58576769915.
168.234,58642954516.
168.263,58709191086.
168.292,58775474091.
168.32,58841806960.
168.349,58908192017.
168.377,58974625546.
168.406,59041104958.
168.435,59107637459.
168.463,59174220642.
168.492,59240849788.
168.52,59307530250.
168.549,59374263165.
168.578,59441043682.
168.606,59507870942.
168.635,59574751069.
168.663,59641680333.
168.692,59708657089.
168.721,59775686457.
168.749,59842766310.
168.778,59909893562.
168.806,59977068951.
168.835,60044298409.
168.863,60111575979.
168.892,60178901609.
168.921,60246279198.
168.949,60313706663.
168.978,60381182236.
169.006,60448707337.
169.035,60516285600.
169.064,60583910983.
169.092,60651585829.
169.121,60719313355.
169.149,60787090577.
169.178,60854915310.
169.207,60922789675.
169.235,60990716642.
169.264,61058691331.
169.292,61126716364.
169.321,61194793688.
169.35,61262919698.
169.378,61331094037.
169.407,61399319264.
169.435,61467597264.
169.464,61535921791.
169.492,61604297023.
169.521,61672724484.
169.55,61741200631.
169.578,61809725085.
169.607,61878301253.
169.635,61946929741.
169.664,62015605285.
169.693,62084332606.
169.721,62153111584.
169.75,62221938024.
169.778,62290812976.
169.807,62359741246.
169.836,62428721090.
169.864,62497747959.
169.893,62566826983.
169.921,62635957232.
169.95,62705134734.
169.979,62774362822.
170.007,62843644607.
170.036,62912975901.
170.064,62982353656.
170.093,63051785303.
170.122,63121267492.
170.15,63190797345.
170.179,63260378422.
170.207,63330012718.
170.236,63399695767.
170.264,63469427199.
170.293,63539213232.
170.322,63609047214.
170.35,63678929101.
170.379,63748864049.
170.407,63818852028.
170.436,63888887473.
170.465,63958972475.
170.493,64029111955.
170.522,64099299262.
170.55,64169535918.
170.579,64239826273.
170.608,64310167009.
170.636,64380555465.
170.665,64450995504.
170.693,64521489270.
170.722,64592029768.
170.751,64662620891.
170.779,64733266228.
170.808,64803961556.
170.836,64874705246.
170.865,64945500718.
170.893,65016348081.
170.922,65087242246.
170.951,65158189416.
170.979,65229190206.
171.008,65300239932.
171.036,65371338218.
171.065,65442489352.
171.094,65513691988.
171.122,65584942608.
171.151,65656246355.
171.179,65727602237.
171.208,65799006761.
171.237,65870461339.
171.265,65941968809.
171.294,66013526923.
171.322,66085133640.
171.351,66156794525.
171.38,66228507118.
171.408,66300268074.
171.437,66372079112.
171.465,66443942845.
171.494,66515857407.
171.523,66587821278.
171.551,66659839565.
171.58,66731907889.
171.608,66804025251.
171.637,66876193611.
171.665,66948415663.
171.694,67020687831.
171.723,67093009298.
171.751,67165384645.
171.78,67237809834.
171.808,67310284414.
171.837,67382811264.
171.866,67455391304.
171.894,67528020668.
171.923,67600700341.
171.951,67673434874.
171.98,67746218464.
172.009,67819050791.
172.037,67891936142.
172.066,67964874300.
172.094,68037862012.
172.123,68110900870.
172.152,68183994192.
172.18,68257135360.
172.209,68330327048.
172.237,68403572732.
172.266,68476870361.
172.294,68550216070.
172.323,68623614629.
172.352,68697067109.
172.38,68770567002.
172.409,68844118332.
172.437,68917723828.
172.466,68991380589.
172.495,69065086349.
172.523,69138846224.
172.552,69212658023.
172.58,69286516600.
172.609,69360428542.
172.638,69434394857.
172.666,69508411349.
172.695,69582477572.
172.723,69656597874.
172.752,69730769289.
172.781,69804988543.
172.809,69879263355.
172.838,69953590797.
172.866,70027967227.
172.895,70102394108.
172.924,70176875791.
172.952,70251407357.
172.981,70325988458.
173.009,70400625233.
173.038,70475313461.
173.066,70550051226.
173.095,70624840815.
173.124,70699684110.
173.152,70774576202.
173.181,70849519433.
173.209,70924518549.
173.238,70999568209.
173.267,71074667372.
173.295,71149819447.
173.324,71225024602.
173.352,71300279466.
173.381,71375586318.
173.41,71450948168.
173.438,71526359075.
173.467,71601820766.
173.495,71677336089.
173.524,71752904178.
173.553,71828521622.
173.581,71904191920.
173.61,71979916680.
173.638,72055690957.
173.667,72131516772.
173.695,72207395486.
173.724,72283326265.
173.753,72359306631.
173.781,72435341384.
173.81,72511429811.
173.838,72587567154.
173.867,72663756174.
173.896,72739999202.
173.924,72816294428.
173.953,72892639600.
173.981,72969038583.
174.01,73045490537.
174.039,73121991488.
174.067,73198545602.
174.096,73275153196.
174.124,73351812343.
174.153,73428522006.
174.182,73505286939.
174.21,73582104157.
174.239,73658969559.
174.267,73735888551.
174.296,73812861229.
174.325,73889885319.
174.353,73966960611.
174.382,74044091304.
174.41,74121272534.
174.439,74198503180.
174.467,74275788860.
174.496,74353128190.
174.525,74430517462.
174.553,74507958757.
174.582,74585454961.
174.61,74663001240.
174.639,74740598060.
174.668,74818251008.
174.696,74895955971.
174.725,74973710858.
174.753,75051519260.
174.782,75129382489.
174.811,75207294549.
174.839,75285258179.
174.868,75363278329.
174.896,75441349138.
174.925,75519470973.
174.954,75597646809.
174.982,75675876505.
175.011,75754154930.
175.039,75832487458.
175.068,75910875473.
175.096,75989312980.
175.125,76067801955.
175.154,76146345921.
175.182,76224942594.
175.211,76303588592.
175.239,76382289471.
175.268,76461044770.
175.297,76539849588.
175.325,76618707809.
175.354,76697620547.
175.382,76776584429.
175.411,76855598157.
175.44,76934667682.
175.468,77013790992.
175.497,77092964097.
175.525,77172191405.
175.554,77251472027.
175.583,77330804093.
175.611,77410187574.
175.64,77489627304.
175.668,77569118801.
175.697,77648660444.
175.726,77728256820.
175.754,77807906746.
175.783,77887607783.
175.811,77967361099.
175.84,78047170275.
175.868,78127031000.
175.897,78206942930.
175.926,78286909410.
175.954,78366928444.
175.983,78446998775.
176.011,78527122499.
176.04,78607301837.
176.069,78687531982.
176.097,78767813547.
176.126,78848150322.
176.154,78928539746.
176.183,79008981024.
176.212,79089475512.
176.24,79170025324.
176.269,79250624971.
176.297,79331277314.
176.326,79411985200.
176.355,79492745385.
176.383,79573557114.
176.412,79654422912.
176.44,79735343884.
176.469,79816314788.
176.497,79897339076.
176.526,79978418294.
176.555,80059548980.
176.583,80140731722.
176.612,80221970006.
176.64,80303262281.
176.669,80384604155.
176.698,80466000408.
176.726,80547452128.
176.755,80628954621.
176.783,80710509710.
176.812,80792120093.
176.841,80873783587.
176.869,80955497263.
176.898,81037266925.
176.926,81119090436.
176.955,81200964355.
176.984,81282892502.
177.012,81364876545.
177.041,81446912368.
177.069,81528998432.
177.098,81611141032.
177.127,81693336692.
177.155,81775583560.
177.184,81857885739.
177.212,81940242812.
177.241,82022650215.
177.269,82105110081.
177.298,82187627110.
177.327,82270196218.
177.355,82352816583.
177.384,82435492735.
177.412,82518222485.
177.441,82601003243.
177.47,82683837610.
177.498,82766728709.
177.527,82849670600.
177.555,82932665594.
177.584,83015716697.
177.613,83098820153.
177.641,83181974611.
177.67,83265183567.
177.698,83348448847.
177.727,83431764655.
177.756,83515134568.
177.784,83598559832.
177.813,83682037311.
177.841,83765566962.
177.87,83849152125.
177.898,83932791762.
177.927,84016482173.
177.956,84100227208.
177.984,84184027661.
178.013,84267879890.
178.041,84351785167.
178.07,84435745718.
178.099,84519760428.
178.127,84603826510.
178.156,84687948006.
178.184,84772124035.
178.213,84856351372.
178.242,84940632155.
178.27,85024968537.
178.299,85109359116.
178.327,85193801209.
178.356,85278298943.
178.385,85362850249.
178.413,85447453790.
178.442,85532111454.
178.47,85616824936.
178.499,85701591279.
178.528,85786409398.
178.556,85871283735.
178.585,85956211711.
178.613,86041191492.
178.642,86126226127.
178.67,86211316674.
178.699,86296460118.
178.728,86381655614.
178.756,86466907316.
178.785,86552211567.
178.813,86637568170.
178.842,86722980929.
178.871,86808449068.
178.899,86893969086.
178.928,86979541631.
178.956,87065171431.
178.985,87150853246.
179.014,87236588286.
179.042,87322379177.
179.071,87408224712.
179.099,87494121322.
179.128,87580072462.
179.157,87666080543.
179.185,87752139916.
179.214,87838253088.
179.242,87924422974.
179.271,88010646468.
179.299,88096921360.
179.328,88183251640.
179.357,88269637677.
179.385,88356074964.
179.414,88442567456.
179.442,88529116605.
179.471,88615717744.
179.5,88702371376.
179.528,88789081484.
179.557,88875846776.
179.585,88962662956.
179.614,89049535379.
179.643,89136463109.
179.671,89223443023.
179.7,89310476320.
179.728,89397566573.
179.757,89484710205.
179.786,89571905887.
179.814,89659158930.
179.843,89746466401.
179.871,89833825766.
179.9,89921239073.
179.929,90008708885.
179.957,90096231720.
179.986,90183808005.
180.014,90271441661.
180.043,90359128517.
180.071,90446867368.
180.1,90534661836.
180.129,90622512454.
180.157,90710416020.
180.186,90798372928.
180.214,90886386942.
180.243,90974453443.
180.272,91062573503.
180.3,91150749254.
180.329,91238980583.
180.357,91327264716.
180.386,91415603542.
180.415,91503998780.
180.443,91592445966.
180.472,91680946817.
180.5,91769503931.
180.529,91858116853.
180.558,91946782288.
180.586,92035502464.
180.615,92124278402.
180.643,92213107091.
180.672,92301990313.
180.701,92390930100.
180.729,92479924231.
180.758,92568970946.
180.786,92658072943.
180.815,92747231172.
180.843,92836441615.
180.872,92925707184.
180.901,93015029155.
180.929,93104405478.
180.958,93193834541.
180.986,93283319761.
181.015,93372860287.
181.044,93462452649.
181.072,93552101017.
181.101,93641805902.
181.129,93731564571.
181.158,93821376012.
181.187,93911244605.
181.215,94001167675.
181.244,94091143228.
181.272,94181175468.
181.301,94271263544.
181.33,94361404244.
181.358,94451598999.
181.387,94541851227.
181.415,94632157292.
181.444,94722515751.
181.472,94812932295.
181.501,94903403877.
181.53,94993928001.
181.558,95084507001.
181.587,95175142934.
181.615,95265831761.
181.644,95356574397.
181.673,95447375769.
181.701,95538230793.
181.73,95629138432.
181.758,95720101959.
181.787,95811122288.
181.816,95902195144.
181.844,95993323373.
181.873,96084509130.
181.901,96175747513.
181.93,96267039294.
181.959,96358388351.
181.987,96449793039.
182.016,96541250249.
182.044,96632763658.
182.073,96724334352.
182.102,96815957126.
182.13,96907634448.
182.159,96999368610.
182.187,97091157558.
182.216,97182999890.
182.244,97274899308.
182.273,97366854597.
182.302,97458861707.
182.33,97550925164.
182.359,97643045346.
182.387,97735220108.
182.416,97827447921.
182.445,97919733074.
182.473,98012073196.
182.502,98104466347.
182.53,98196916228.
182.559,98289422299.
182.588,98381982302.
182.616,98474596568.
182.645,98567268352.
182.673,98659994567.
182.702,98752773888.
182.731,98845610046.
182.759,98938501986.
182.788,99031448076.
182.816,99124449150.
182.845,99217507468.
182.873,99310619790.
182.902,99403785562.
182.931,99497009041.
182.959,99590287865.
182.988,99683620718.
183.016,99777008465.
183.045,99870453692.
183.074,99963952497.
183.102,100057505717.
183.131,100151116448.
183.159,100244782306.
183.188,100338502171.
183.217,100432278144.
183.245,100526110926.
183.274,100619996485.
183.302,100713937081.
183.331,100807935707.
183.36,100901989225.
183.388,100996096439.
183.417,101090260194.
183.445,101184480378.
183.474,101278753615.
183.503,101373083094.
183.531,101467470439.
183.56,101561910863.
183.588,101656405786.
183.617,101750957881.
183.645,101845566306.
183.674,101940227308.
183.703,102034945779.
183.731,102129721191.
183.76,102224549624.
183.788,102319433636.
183.817,102414375026.
183.846,102509371162.
183.874,102604420407.
183.903,102699528323.
183.931,102794692330.
183.96,102889909118.
183.989,102985182242.
184.017,103080512996.
184.046,103175897716.
184.074,103271336894.
184.103,103366834334.
184.132,103462386686.
184.16,103557992276.
184.189,103653655785.
184.217,103749375690.
184.246,103845149134.
184.274,103940977859.
184.303,104036865346.
184.332,104132806922.
184.36,104228802643.
184.389,104324856194.
184.417,104420965125.
184.446,104517127882.
184.475,104613347131.
184.503,104709624601.
184.532,104805955381.
184.56,104902341503.
184.589,104998785361.
184.618,105095284233.
184.646,105191837443.
184.675,105288447940.
184.703,105385115185.
184.732,105481835874.
184.761,105578612613.
184.789,105675447243.
184.818,105772336244.
184.846,105869280443.
184.875,105966281902.
184.904,106063340022.
184.932,106160451387.
184.961,106257619305.
184.989,106354844338.
185.018,106452123894.
185.046,106549459534.
185.075,106646852279.
185.104,106744300986.
185.132,106841802981.
185.161,106939362770.
185.189,107036979391.
185.218,107134650486.
185.247,107232377255.
185.275,107330161371.
185.304,107428001045.
185.332,107525894992.
185.361,107623846695.
185.39,107721854962.
185.418,107819917236.
185.447,107918036239.
185.475,108016212764.
185.504,108114444277.
185.533,108212729979.
185.561,108311073879.
185.59,108409473816.
185.618,108507928104.
185.647,108606439705.
185.675,108705008382.
185.704,108803631687.
185.733,108902309859.
185.761,109001047106.
185.79,109099839063.
185.818,109198685665.
185.847,109297589901.
185.876,109396551259.
185.904,109495566529.
185.933,109594637766.
185.961,109693767743.
185.99,109792952214.
186.019,109892192122.
186.047,109991490266.
186.076,110090843915.
186.104,110190251449.
186.133,110289716255.
186.162,110389239622.
186.19,110488816898.
186.219,110588450309.
186.247,110688141908.
186.276,110787888242.
186.305,110887689504.
186.333,110987548778.
186.362,111087465732.
186.39,111187435708.
186.419,111287463159.
186.447,111387548211.
186.476,111487687932.
186.505,111587883130.
186.533,111688136979.
186.562,111788447009.
186.59,111888811047.
186.619,111989233182.
186.648,112089712036.
186.676,112190245054.
186.705,112290834715.
186.733,112391483114.
186.762,112492186916.
186.791,112592945146.
186.819,112693761674.
186.848,112794634769.
186.876,112895562533.
186.905,112996547720.
186.934,113097590302.
186.962,113198688030.
186.991,113299841015.
187.019,113401052953.
187.048,113502320246.
187.076,113603642859.
187.105,113705022959.
187.134,113806460792.
187.162,113907953498.
187.191,114009501997.
187.219,114111108693.
187.248,114212770525.
187.277,114314488373.
187.305,114416264055.
187.334,114518096990.
187.362,114619984590.
187.391,114721928617.
187.42,114823930826.
187.448,114925988237.
187.477,115028101736.
187.505,115130273340.
187.534,115232501332.
187.563,115334784483.
187.591,115437124337.
187.62,115539522450.
187.648,115641975323.
187.677,115744485105.
187.706,115847053048.
187.734,115949677187.
187.763,116052355843.
187.791,116155091992.
187.82,116257886133.
187.848,116360735141.
187.877,116463641480.
187.906,116566605726.
187.934,116669625495.
187.963,116772700219.
187.991,116875833717.
188.02,116979024508.
188.049,117082269902.
188.077,117185572809.
188.106,117288933560.
188.134,117392349130.
188.163,117495820927.
188.192,117599351644.
188.22,117702939080.
188.249,117806580854.
188.277,117910281419.
188.306,118014039078.
188.335,118117851380.
188.363,118221720388.
188.392,118325648396.
188.42,118429632334.
188.449,118533671450.
188.477,118637769850.
188.506,118741924156.
188.535,118846133670.
188.563,118950400927.
188.592,119054726887.
188.62,119159107473.
188.649,119263544223.
188.678,119368040275.
188.706,119472591990.
188.735,119577199110.
188.763,119681864600.
188.792,119786587746.
188.821,119891365996.
188.849,119996201396.
188.878,120101095639.
188.906,120206044284.
188.935,120311049367.
188.964,120416113365.
188.992,120521234369.
189.021,120626410582.
189.049,120731644417.
189.078,120836936521.
189.107,120942283202.
189.135,121047687470.
189.164,121153150207.
189.192,121258669387.
189.221,121364243680.
189.249,121469876439.
189.278,121575566591.
